"The ____ model is the basis for today's computers.","a. Leibnitz<br>b. von Neumann<br>c. Pascal<br>d. Charles Babbage<br><br><b>Correct Answer: B</b>"
"18. In the ____ collision resolution method, we try to put data that cannot be placed in location 123 into location 124.","a. open addressing<br>b. linked list<br>c. bucket hashing<br>d. random hashing<br><br><b>Correct Answer: A</b>"
"19. Which one of the following explains the sequential file access method?","a. random access according to the given byte number<br>b. read bytes one at a time, in order<br>c. read/write sequentially by record<br>d. read/write randomly by record<br><br><b>Correct Answer: B</b>"
"20. The data structure used for file directory is called ____.","a. mount table<br>b. hash table<br>c. file table<br>d. process table<br><br><b>Correct Answer: B</b>"
"1. In a three-level DBMS architecture, the layer that interacts directly with the hardware is the ____ level.","a. external<br>b. conceptual<br>c. internal<br>d. physical<br><br><b>Correct Answer: C</b>"
"2. In a three-level DBMS architecture, the ____ level determines where data is actually stored on the storage devices.","a. external<br>b. conceptual<br>c. internal<br>d. physical<br><br><b>Correct Answer: C</b>"
"3. The ____ level of a three-level DBMS architecture defines the logical view of the data.","a. external<br>b. conceptual<br>c. internal<br>d. physical<br><br><b>Correct Answer: B</b>"
"4. The data model and the schema of a DBMS are often defined at the ____ level.","a. external<br>b. conceptual<br>c. internal<br>d. physical<br><br><b>Correct Answer: B</b>"
"5. In a three-level DBMS architecture, the ____ level interacts directly with the users.","a. external<br>b. conceptual<br>c. internal<br>d. physical<br><br><b>Correct Answer: A</b>"
"6. Of the various database models, the ____ model is the most prevalent today.","a. hierarchical<br>b. network<br>c. relational<br>d. linked list<br><br><b>Correct Answer: C</b>"
"7. Each column in a relation is called ____.","a. an attribute<br>b. a tuple<br>c. a union<br>d. an attitude<br><br><b>Correct Answer: A</b>"
"8. Each row in a relation is called ____.","a. an attribute<br>b. a tuple<br>c. a union<br>d. an attitude<br><br><b>Correct Answer: B</b>"
"9. A unary operator is applied to ____ relation(s) and creates an output of ____ relation(s).","a. one, one<br>b. one, two<br>c. two, one<br>d. two, two<br><br><b>Correct Answer: A</b>"
"10. A binary operator is applied to ____ relations (s) and creates an output of ____ relation(s).","a. one, one<br>b. one, two<br>c. two, one<br>d. two, two<br><br><b>Correct Answer: C</b>"
"11. The unary ____ operation always results in a relation that has exactly one more row than the original relation.","a. insert<br>b. delete<br>c. update<br>d. select<br><br><b>Correct Answer: A</b>"
"12. If you want to change the value of an attribute of a tuple, you use the ____ operation.","a. project<br>b. join<br>c. update<br>d. select<br><br><b>Correct Answer: C</b>"
"13. The operation that takes two relations and combines them based on common attributes is the ____ operation.","a. join<br>b. project<br>c. union<br>d. intersection<br><br><b>Correct Answer: A</b>"
"14. If you need to delete an attribute in a relation, you can use the ____ operation.","a. join<br>b. project<br>c. union<br>d. intersection<br><br><b>Correct Answer: B</b>"
"15. You want to create a relation called New that contains tuples that belong to both relation A and relation B. For this, you can use the ____ operation.","a. select<br>b. union<br>c. project<br>d. intersection<br><br><b>Correct Answer: D</b>"
"16. Which of the following is a unary operator?","a. intersection<br>b. union<br>c. join<br>d. project<br><br><b>Correct Answer: D</b>"
"1. Data is compressed using a dictionary with indexes to strings. This is ____.","a. Huffman encoding<br>b. Lempel Ziv encoding<br>c. Morse coding<br>d. lossy coding<br><br><b>Correct Answer: B</b>"
"2. A string of one hundred 0s is replaced by two markers, a 0, and the number 100. This is ____.","a. run-length encoding<br>b. Morse coding<br>c. Huffman encoding<br>d. Lempel Ziv encoding<br><br><b>Correct Answer: A</b>"
"3. ____ is an example of lossy compression.","a. Huffman encoding<br>b. Lempel Ziv encoding<br>c. Run-length encoding<br>d. JPEG<br><br><b>Correct Answer: D</b>"
"4. In a ____ data compression method, the received data is an exact copy of the original message.","a. lossless<br>b. lossy<br>c. JPEG<br>d. MPEG<br><br><b>Correct Answer: A</b>"
"5. ____ data compression method, the received data need not be an exact copy of the original message.","a. Only in MP3<br>b. Only in JPEG<br>c. Only in MPEG<br>d. In MP3, JPEG, or MPEG<br><br><b>Correct Answer: D</b>"
"6. ____ encoding is a lossless data compression method.","a. Only Huffman<br>b. Only Run-length<br>c. Only LZ<br>d. Huffman, run-length, or LZ<br><br><b>Correct Answer: D</b>"
"7. In ____ encoding, the more frequently occurring characters have shorter codes than the less frequently occurring characters.","a. Huffman<br>b. run-length<br>c. LZ<br>d. JPEG<br><br><b>Correct Answer: A</b>"
"8. In ____ encoding, PPPPPPPPPPPPPPP can be replaced by P15.","a. Huffman<br>b. run-length<br>c. LZ<br>d. MPEG<br><br><b>Correct Answer: B</b>"
"9. LZ encoding requires ____.","a. only a dictionary<br>b. only a buffer<br>c. only an algorithm<br>d. a dictionary, a buffer, and an algorithm<br><br><b>Correct Answer: D</b>"
"10. JPEG encoding involves ____ a process that reveals the redundancies in a block.","a. blocking<br>b. the discrete cosine transform<br>c. quantization<br>d. vectorization<br><br><b>Correct Answer: B</b>"
"11. In JPEG encoding, the ____ process breaks the original picture into smaller blocks and assigns a value to each pixel in a block.","a. blocking<br>b. DCT<br>c. quantization<br>d. vectorization<br><br><b>Correct Answer: A</b>"
"12. The last step in JPEG, ____, removes redundancies.","a. blocking<br>b. quantization<br>c. compression<br>d. vectorization<br><br><b>Correct Answer: C</b>"
"13. ____ is a lossy compression method for pictures and graphics, whereas ____ is a lossy compression method for video.","a. DCT, MPEG<br>b. MPEG, JPEG<br>c. JPEG, MPEG<br>d. JPEG, DCT<br><br><b>Correct Answer: C</b>"
"14. What is compression?","a. To convert one file to another<br>b. To reduce the size of data to save space<br>c. To minimize the time taken for a file to be downloaded<br>d. To compress something by pressing it very hard<br><br><b>Correct Answer: B</b>"
"15. Which of these terms is a type of data compression?","a. resolution<br>b. zipping<br>c. inputting<br>d. caching<br><br><b>Correct Answer: B</b>"
"1. Three security goals are ____.","a. confidentiality, cryptography, and nonrepudiation<br>b. confidentiality, encryption, and decryption<br>c. confidentiality, integrity, and availability<br>d. confidentiality, denial of service, and masquerading<br><br><b>Correct Answer: C</b>"
"2. Which of the following attacks is threatening integrity?","a. Masquerading<br>b. Traffic Analysis<br>c. Denial of service<br>d. Encoding<br><br><b>Correct Answer: A</b>"
"3. Which of the following attacks is threatening availability?","a. Replaying<br>b. Modification<br>c. Denial of service<br>d. Decoding<br><br><b>Correct Answer: C</b>"
"4. ____ means concealing the contents of a message by enciphering.","a. Steganography<br>b. Cryptography<br>c. Compressing<br>d. Authentication<br><br><b>Correct Answer: B</b>"
"5. ____means concealing the message by covering it with something else.","a. Cryptography<br>b. Steganography<br>c. Compressing<br>d. Authentication<br><br><b>Correct Answer: B</b>"
"6. In ____cryptography, the same key is used by the sender and the receiver.","a. symmetric-key<br>b. asymmetric-key<br>c. public-key<br>d. open-key<br><br><b>Correct Answer: A</b>"
"7. In ____ cryptography, the same key is used in both directions.","a. symmetric-key<br>b. asymmetric-key<br>c. public-key<br>d. open-key<br><br><b>Correct Answer: A</b>"
"8. ____ cryptography is often used for long messages.","a. Symmetric-key<br>b. Asymmetric-key<br>c. Public-key<br>d. Open-key<br><br><b>Correct Answer: A</b>"
"9. ____ cryptography is often used for short messages.","a. Symmetric-key<br>b. Asymmetric-key<br>c. Secret-key<br>d. Open-key<br><br><b>Correct Answer: B</b>"
"10. ____ means that the sender and the receiver expect confidentiality.","a. Nonrepudiation<br>b. Integrity<br>c. Authentication<br>d. encryption and decryption<br><br><b>Correct Answer: D</b>"
"11. ____ means that the data must arrive at the receiver exactly as they were sent.","a. Nonrepudiation<br>b. Message integrity<br>c. Authentication<br>d. Secrecy<br><br><b>Correct Answer: B</b>"
"12. ____ can provide authentication, integrity, and nonrepudiation for a message.","a. Encryption/decryption<br>b. Digital signature<br>c. Compression<br>d. Key-exchange<br><br><b>Correct Answer: B</b>"
"13. In ____, the identity of a party is verified once for the entire duration of system access.","a. entity authentication<br>b. message integrity<br>c. message authentication<br>d. message encryption<br><br><b>Correct Answer: A</b>"
"14. In ____ cryptography, everyone has access to everyone's public key.","a. symmetric-key<br>b. asymmetric-key<br>c. secret-key<br>d. private-key<br><br><b>Correct Answer: B</b>"
"15. In the asymmetric-key method used for confidentiality, which key(s) is (are) publicly known?","a. encryption key only<br>b. decryption key only<br>c. both encryption and decryption keys<br>d. neither encryption key nor decryption key<br><br><b>Correct Answer: B</b>"
"1. The ____ statement adds 1 to the variable.","a. increment<br>b. decrement<br>c. loop<br>d. complement<br><br><b>Correct Answer: A</b>"
"2. The ____ statement repeats one or more actions.","a. increment<br>b. decrement<br>c. loop<br>d. complement<br><br><b>Correct Answer: C</b>"
"3. The ____ statement subtracts 1 from the variable.","a. increment<br>b. decrement<br>c. loop<br>d. complement<br><br><b>Correct Answer: B</b>"
"4. To clear a variable, we use the ____ statement(s).","a. increment<br>b. decrement<br>c. loop<br>d. decrement and loop<br><br><b>Correct Answer: D</b>"
"5. To assign a number to a variable, we use the ____ statement(s).","a. increment<br>b. decrement<br>c. loop<br>d. decrement and loop<br><br><b>Correct Answer: A</b>"
"6. To copy the value of one variable to another, we use the ____ statement(s).","a. increment<br>b. decrement<br>c. loop<br>d. increment, decrement, and loop<br><br><b>Correct Answer: D</b>"
"7. A Turing machine has these components:","a. tape, memory, and read/write head<br>b. disk, controller, and read/write head<br>c. tape, controller, and read/write head<br>d. disk, memory, and controller<br><br><b>Correct Answer: C</b>"
"8. In a Turing machine, the ____ holds a sequence of characters.","a. disk<br>b. tape<br>c. controller<br>d. read/write head<br><br><b>Correct Answer: B</b>"
"9. The ____ is the theoretical counterpart of the CPU.","a. disk<br>b. tape<br>c. controller<br>d. read/write head<br><br><b>Correct Answer: C</b>"
"10. The controller has ____ states.","a. three<br>b. four<br>c. a finite number of<br>d. an infinite number of<br><br><b>Correct Answer: C</b>"
"11. A ____ is a pictorial representation of the states and their relationships to each other.","a. transition diagram<br>b. flowchart<br>c. transition table<br>d. Turing machine<br><br><b>Correct Answer: A</b>"
"12. A ____ shows, among other things, the movement of the read/write head, the character read, and the character written.","a. diagram<br>b. flowchart<br>c. transition table<br>d. Turing machine<br><br><b>Correct Answer: C</b>"
"13. We use ____ to denote a program's complexity.","a. the Turing number<br>b. big-O notation<br>c. factorials<br>d. the Simple Language<br><br><b>Correct Answer: B</b>"
"14. The complexity of a problem is O (log10 n) and the computer executes 1 million instructions per second. How long does it take to run the program if the number of operations is 10,000?","a. 1 microsecond<br>b. 2 microseconds<br>c. 3 microseconds<br>d. 4 microseconds<br><br><b>Correct Answer: D</b>"
"15. When does the code block following while(x<100) execute?","a. When x is less than one hundred<br>b. When x is greater than one hundred<br>c. When x is equal to one hundred<br>d. While it wishes<br><br><b>Correct Answer: A</b>"
"1. The main foundation of thinking machines came from:","a. Sir Isaac Newton<br>b. Gottfried W. Leibniz<br>c. Alan Turing<br>d. John McCarthy<br><br><b>Correct Answer: D</b>"
"2. The term Artificial Intelligence (AI) was first coined by:","a. Alan Turing<br>b. John McCarthy<br>c. Steven Spielberg<br>d. Richard H. Richen<br><br><b>Correct Answer: B</b>"
"3. Two programing languages specifically designed for Al are:","a. C and C++<br>b. Java and C++<br>c. LISP and PROLOG<br>d. FORTRAN and COBOL<br><br><b>Correct Answer: C</b>"
"4. A node in semantic network becomes ____.","a. a slot in frames<br>b. an edge in frames<br>c. an object in frames<br>d. a line in frames<br><br><b>Correct Answer: C</b>"
"5. Which of the following is not a sentence in a propositional logic:","a. Ford is a car.<br>b. If John is home then Mary is at work.<br>c. True.<br>d. Where is John?<br><br><b>Correct Answer: D</b>"
"6. Two quantifiers "" and $ are used in:","a. propositional logic<br>b. predicate logic<br>c. atomic sentences<br>d. conclusion of any argument<br><br><b>Correct Answer: B</b>"
"7. To find the depth of an object, we use:","a. edge detection<br>b. segmentation<br>c. stereo vision<br>d. shading<br><br><b>Correct Answer: C</b>"
"8. To find the orientation of an object, we use:","a. stereo vision<br>b. motion<br>c. texture<br>d. segmentation<br><br><b>Correct Answer: C</b>"
"9. In language understanding, parsing a sentence is part of:","a. speech recognition<br>b. syntactic analysis<br>c. semantic analysis<br>d. pragmatic analysis<br><br><b>Correct Answer: B</b>"
"10. We use brute-force search:","a. if we have no prior knowledge about the search<br>b. if we need to do the search quickly<br>c. if we need to do the search thoroughly<br>d. after performing heuristic search<br><br><b>Correct Answer: A</b>"
"1. In Facebook, friendship is a ____ relationship.","a. one-to-one<br>b. one-to-many<br>c. many-to-one<br>d. many-to-many<br><br><b>Correct Answer: A</b>"
"2. Communication in Facebook is a ____ relationship.","a. one-to-one<br>b. one-to-many<br>c. many-to-one<br>d. many-to-many<br><br><b>Correct Answer: B</b>"
"3. The home page in Facebook can be used ____.","a. only for sign-up<br>b. only for log-in<br>c. both for sign-up and log-in<br>d. neither for sign-up nor for log-in<br><br><b>Correct Answer: C</b>"
"4. To find friends in Facebook, the member can ____.","a. can accept Facebook recommendation<br>b. follow email contacts<br>c. look for old friends<br>d. all of the above<br><br><b>Correct Answer: D</b>"
"5. When you are in Facebook, you can ____.","a. post news.<br>b. read news<br>c. neither a nor b<br>d. both a and b<br><br><b>Correct Answer: D</b>"
"6. In Twitter, a message can be ____.","a. of any size<br>b. of maximum 100 characters<br>c. of maximum 140 characters<br>d. of maximum 200 characters<br><br><b>Correct Answer: C</b>"
"7. In Twitter, the relationship between member is based on:","a. friendship<br>b. following<br>c. either a or b<br>d. both a and b<br><br><b>Correct Answer: B</b>"
"8. In Twitter, follower-member is a ____ relationship.","a. one-to-one.<br>b. one-to-many<br>c. many-to-one<br>d. many-to-many<br><br><b>Correct Answer: C</b>"
"9. In Twitter, communication between the sender and the receiver of a tweet is a ____.","a. one-to-one.<br>b. one-to-many<br>c. many-to-one<br>d. many-to-many<br><br><b>Correct Answer: B</b>"
"10. In Twitter, when a message is posted, ____.","a. all members in the twitter can see it.<br>b. only followers of the sender can see it.<br>c. only friends of the sender can see it.<br>d. none of the above<br><br><b>Correct Answer: B</b>"
